vid_id	start	stop
1863051677	00:11:56	00:12:20
1863051677	00:12:33	00:13:10
1863051677	00:14:20	00:14:32
1863051677	00:15:21	00:15:32
1863051677	00:16:30	00:16:47
1863051677	00:17:45	00:18:00
1863051677	00:22:04	00:22:15
1863051677	00:22:20	00:22:36
1863051677	00:23:00	00:23:22
1863051677	00:25:15	00:25:36
1863051677	00:25:37	00:26:25
1863051677	00:27:08	00:27:16
1863051677	00:28:00	00:28:22
1863051677	00:30:08	00:30:45
1863051677	00:31:00	00:31:20
1863051677	00:54:15	00:54:34
1863051677	00:55:26	00:55:50
1863051677	00:57:17	00:57:32
1863051677	00:58:38	00:58:54
1863051677	00:58:34	00:59:44
1863051677	01:00:28	01:00:43
1863051677	01:01:15	01:01:30
1863051677	01:02:55	01:03:28
1863051677	01:05:20	01:05:42
1863051677	01:08:20	01:09:22
1863051677	01:10:15	01:10:55
1863051677	01:11:20	01:11:38
1863051677	01:13:28	01:14:00
1863051677	01:15:07	01:15:48
1863051677	01:16:58	01:17:38
1863051677	01:17:53	01:18:24
1863051677	01:19:32	01:20:00
1863051677	01:33:00	01:34:00
1863051677	01:35:05	01:35:27
1863051677	01:36:40	01:36:57
1863051677	01:38:37	01:39:00
1863051677	01:37:55	01:40:22
1863051677	01:41:40	01:41:55
1863051677	01:42:40	01:43:06
1863051677	01:43:20	01:43:29
1863051677	01:43:36	01:43:45
1863051677	01:45:48	01:46:19
1863051677	01:47:03	01:47:22
1863051677	01:50:00	01:50:08
1863051677	01:51:35	01:52:10
1863051677	01:53:45	01:53:55
1863051677	01:54:40	01:55:23
1863051677	01:56:25	01:56:48
1863051677	01:57:28	01:57:38
1863051677	01:59:15	01:59:26
1863051677	02:14:07	02:14:22
1863051677	02:16:05	02:16:15
1863051677	02:17:55	02:18:05
1863051677	02:18:47	02:18:57
1863051677	02:19:53	02:20:02
1863051677	02:24:20	02:24:30
1863051677	02:25:30	02:25:55
1863051677	02:27:55	02:28:03
1863051677	02:31:23	02:31:30
1863051677	02:33:47	02:34:05
1863051677	02:35:55	02:36:07
1863051677	02:37:35	02:37:43
1863051677	02:38:45	02:38:55
1863051677	02:48:25	02:48:55
1863051677	02:50:30	02:50:47
1863051677	02:51:18	02:51:45
1863051677	02:52:15	02:52:43
1863051677	02:54:25	02:54:40
1863051677	02:55:40	02:55:57
1863051677	02:58:08	02:58:14
1863051677	02:59:15	3:00:00
1863051677	03:02:00	03:02:08
1863051677	03:02:55	03:03:05
1863051677	03:03:16	03:03:52
1863051677	03:04:20	03:04:58
1863051677	03:06:50	03:07:21
1863051677	03:09:08	03:09:40
1863051677	03:10:17	03:11:07
1863051677	03:21:04	03:21:17
1863051677	03:21:55	03:22:08
1863051677	03:22:42	03:22:49
1863051677	03:24:05	03:24:20
1863051677	03:26:34	03:26:45
1863051677	03:29:20	03:29:28
1863051677	03:30:31	03:30:38
1863051677	03:32:20	03:32:33
1863051677	03:34:40	03:34:54
1863051677	03:36:15	03:36:25
1863051677	03:37:20	03:37:29
1863051677	03:38:22	03:38:56
1863051677	03:39:15	03:39:27
1863051677	03:39:35	03:39:43
1863051677	03:39:47	03:39:53
1863051677	03:41:28	03:41:42
1863051677	03:43:22	03:43:41
1863051677	03:44:49	03:45:01
1863051677	03:46:42	03:47:07
1863051677	03:49:30	03:49:46
1863051677	03:50:42	03:51:02
1863051677	03:53:15	03:53:25
1863051677	04:06:45	04:07:09
1863051677	04:08:12	04:08:27
1863051677	04:09:20	04:09:28
1863051677	04:10:20	04:10:47
1863051677	04:11:55	04:12:05
1863051677	04:12:55	04:13:08
1863051677	04:13:17	04:13:23
1863051677	04:14:15	04:14:30
1863051677	04:15:38	04:15:45
1863051677	04:17:40	04:17:47
1863051677	04:18:33	04:18:40
1863051677	04:19:26	04:19:37
1863051677	04:20:13	04:20:21
1863051677	04:21:57	04:22:13
1863051677	04:22:20	04:22:31
1863051677	04:22:50	04:22:58
1863051677	04:24:35	04:24:45
1863051677	04:26:03	04:26:16
1863051677	04:27:03	04:27:10
1863051677	04:27:26	04:27:42
1863051677	04:29:45	04:30:16
1863051677	04:31:27	04:31:45
1863051677	04:32:58	04:33:10
1863051677	04:33:36	04:33:47
1863051677	04:34:22	04:34:28
1863051677	04:35:55	04:36:17
1863051677	04:38:40	04:39:04
1863051677	04:46:39	04:46:46
1863051677	04:49:19	04:49:28
1863051677	04:51:20	04:51:35
1863051677	04:52:37	04:52:48
1863051677	04:54:20	04:54:39
1863051677	04:56:18	04:56:23
1863051677	04:57:30	04:57:48
1863051677	04:59:05	04:59:21
1863051677	05:01:10	05:01:25
1863051677	05:02:59	05:03:20
1863051677	05:04:35	05:05:04
1863051677	05:05:52	05:05:58
1863051677	05:06:50	05:07:13
1863051677	05:07:37	05:07:42
1863051677	05:08:35	05:08:42
1863051677	05:10:01	05:10:10
1863051677	05:10:18	05:10:23
1863051677	05:11:55	05:12:03
1863051677	05:13:52	05:14:03
1863051677	05:14:47	05:14:56
1863051677	05:15:56	05:16:18
1863051677	05:19:48	05:20:06
1863051677	05:21:43	05:22:03
1863051677	05:24:39	05:25:11
1863051677	05:39:37	05:39:49
1863051677	05:42:48	05:42:52
1863051677	05:45:25	05:45:37
1863051677	05:46:41	05:46:59
1863051677	05:47:34	05:47:38
1863051677	05:48:11	05:48:20
1863051677	05:50:41	05:50:51
1863051677	05:52:13	05:52:18
1863051677	05:52:59	05:53:16
1863051677	05:54:17	05:54:40
1863051677	05:57:13	05:57:29
1863051677	05:58:45	05:59:00
1863051677	05:59:28	05:59:35
1863051677	06:00:45	06:00:55
1863051677	06:02:00	06:02:08
1863051677	06:03:38	06:03:48
1863051677	06:04:47	06:05:05
1886367077	00:06:45	00:07:00
1886367077	00:09:20	00:09:32
1886367077	00:09:47	00:09:53
1886367077	00:10:43	00:10:51
1886367077	00:12:12	00:12:18
1886367077	00:13:14	00:13:19
1886367077	00:14:07	00:14:25
1886367077	00:16:52	00:17:03
1886367077	00:19:00	00:19:04
1886367077	00:20:10	00:20:20
1886367077	00:21:35	00:21:45
1886367077	00:22:56	00:23:10
1886367077	00:24:19	00:24:34
1886367077	00:26:24	00:26:42
1886367077	00:27:55	00:28:05
1886367077	00:28:57	00:29:25
1886367077	00:30:40	00:31:04
1886367077	00:31:09	00:31:15
1886367077	00:32:33	00:32:48
1886367077	00:34:06	00:34:21
1886367077	00:35:30	00:35:45
1886367077	00:38:45	00:39:10
1886367077	00:48:40	00:49:00
1886367077	00:50:38	00:50:56
1886367077	00:52:02	00:52:24
1886367077	00:56:30	00:56:53
1886367077	00:58:48	00:59:15
1886367077	01:01:10	01:01:40
1886367077	01:03:03	01:03:40
1886367077	01:05:53	01:06:10
1886367077	01:07:17	01:07:42
1886367077	01:08:20	01:08:55
1886367077	01:09:20	01:09:41
1886367077	01:11:42	01:12:27
1863359610	00:20:15	00:20:25
1863359610	00:23:12	00:23:20
1863359610	00:24:10	00:24:21
1863359610	00:25:08	00:25:25
1863359610	00:27:35	00:27:45
1863359610	00:28:44	00:29:00
1863359610	00:29:39	00:30:15
1863359610	00:31:16	00:31:25
1863359610	00:33:44	00:33:54
1863359610	00:37:05	00:37:14
1863359610	00:39:00	00:39:10
1863359610	00:40:35	00:41:15
1863359610	00:41:56	00:42:06
1863359610	00:54:36	00:54:42
1863359610	00:55:37	00:55:51
1863359610	00:57:35	00:57:42
1863359610	00:59:06	00:59:15
1863359610	01:01:25	01:01:31
1863359610	01:02:22	01:02:40
1863359610	01:03:25	01:03:35
1863359610	01:05:34	01:05:40
